Year,State,Type,Length,Expense,Value,Region
2015,South Carolina,Public In-State,4-year,Fees/Tuition,11448,Southeast
2015,Louisiana,Private,4-year,Room/Board,11444,Southeast
2019,Ohio,Private,4-year,Room/Board,11438,Midwest
2017,Arizona,Public In-State,4-year,Room/Board,11434,Southwest
2017,Arizona,Public Out-of-State,4-year,Room/Board,11434,Southwest
2018,Indiana,Private,4-year,Room/Board,11425,Midwest
2014,Pennsylvania,Public Out-of-State,2-year,Fees/Tuition,11424,Northeast
2020,Virginia,Public In-State,4-year,Room/Board,11419,Southeast
2020,Virginia,Public Out-of-State,4-year,Room/Board,11419,Southeast
2014,Delaware,Public In-State,4-year,Room/Board,11408,Northeast
2014,Delaware,Public Out-of-State,4-year,Room/Board,11408,Northeast
2016,Rhode Island,Public In-State,4-year,Room/Board,11401,Northeast
2016,Rhode Island,Public Out-of-State,4-year,Room/Board,11401,Northeast
2021,Wisconsin,Private,4-year,Room/Board,11389,Midwest
2017,Rhode Island,Public In-State,4-year,Fees/Tuition,11386,Northeast
2018,Texas,Private,4-year,Room/Board,11384,Southwest
2019,Minnesota,Public In-State,4-year,Fees/Tuition,11381,Midwest
2020,Illinois,Public In-State,4-year,Room/Board,11351,Midwest
2020,Illinois,Public Out-of-State,4-year,Room/Board,11351,Midwest
2021,Kentucky,Public In-State,4-year,Room/Board,11342,Southeast
2021,Kentucky,Public Out-of-State,4-year,Room/Board,11342,Southeast
2016,Utah,Public Out-of-State,2-year,Fees/Tuition,11337,West
2020,Alaska,Public In-State,4-year,Room/Board,11322,West
2020,Alaska,Public Out-of-State,4-year,Room/Board,11322,West
2016,Rhode Island,Public In-State,4-year,Fees/Tuition,11321,Northeast
2016,Colorado,Private,4-year,Room/Board,11319,West
2015,Massachusetts,Public In-State,4-year,Room/Board,11314,Northeast
2015,Massachusetts,Public Out-of-State,4-year,Room/Board,11314,Northeast
2015,Colorado,Private,4-year,Room/Board,11313,West
2016,Delaware,Private,4-year,Room/Board,11311,Northeast
2017,Hawaii,Public In-State,4-year,Room/Board,11304,West
2017,Hawaii,Public Out-of-State,4-year,Room/Board,11304,West
2015,Illinois,Private,4-year,Room/Board,11297,Midwest
2014,Michigan,Public In-State,4-year,Fees/Tuition,11295,Midwest
2014,Connecticut,Public Out-of-State,2-year,Fees/Tuition,11287,Northeast
2015,New Hampshire,Public In-State,4-year,Room/Board,11283,Northeast
2015,New Hampshire,Public Out-of-State,4-year,Room/Board,11283,Northeast
2014,Delaware,Public In-State,4-year,Fees/Tuition,11278,Northeast
2018,Virginia,Public Out-of-State,2-year,Fees/Tuition,11275,Southeast
2017,Pennsylvania,Public In-State,4-year,Room/Board,11264,Northeast
2017,Pennsylvania,Public Out-of-State,4-year,Room/Board,11264,Northeast
2018,Pennsylvania,Public In-State,4-year,Room/Board,11261,Northeast
2018,Pennsylvania,Public Out-of-State,4-year,Room/Board,11261,Northeast
2020,Virginia,Private,4-year,Room/Board,11255,Southeast
2017,Vermont,Public In-State,4-year,Room/Board,11249,Northeast
2017,Vermont,Public Out-of-State,4-year,Room/Board,11249,Northeast
2020,Wisconsin,Private,4-year,Room/Board,11244,Midwest
2021,Delaware,Private,4-year,Room/Board,11242,Northeast
2014,Vermont,Public Out-of-State,2-year,Fees/Tuition,11236,Northeast
2015,District of Columbia,Public Out-of-State,4-year,Fees/Tuition,11233,
2016,District of Columbia,Public Out-of-State,4-year,Fees/Tuition,11233,
2016,Oregon,Private,4-year,Room/Board,11228,West
2018,Minnesota,Public In-State,4-year,Fees/Tuition,11226,Midwest
2016,North Carolina,Private,4-year,Room/Board,11225,Southeast
2019,Illinois,Public In-State,4-year,Room/Board,11209,Midwest
2019,Illinois,Public Out-of-State,4-year,Room/Board,11209,Midwest
2013,Maine,Private,4-year,Room/Board,11187,Northeast
2021,Georgia,Public In-State,4-year,Room/Board,11186,Southeast
2021,Georgia,Public Out-of-State,4-year,Room/Board,11186,Southeast
2015,Delaware,Private,4-year,Room/Board,11184,Northeast
2016,Florida,Private,4-year,Room/Board,11179,Southeast
2016,Ohio,Public In-State,4-year,Room/Board,11174,Midwest
2016,Ohio,Public Out-of-State,4-year,Room/Board,11174,Midwest
2019,Alaska,Public In-State,4-year,Room/Board,11167,West
2019,Alaska,Public Out-of-State,4-year,Room/Board,11167,West
2021,Minnesota,Private,4-year,Room/Board,11167,Midwest
2021,Illinois,Public Out-of-State,2-year,Fees/Tuition,11166,Midwest
2015,Rhode Island,Public In-State,4-year,Room/Board,11162,Northeast
2015,Rhode Island,Public Out-of-State,4-year,Room/Board,11162,Northeast
2018,Alaska,Public In-State,4-year,Room/Board,11152,West
2018,Alaska,Public Out-of-State,4-year,Room/Board,11152,West
2017,Washington,Public In-State,4-year,Room/Board,11150,West
2017,Washington,Public Out-of-State,4-year,Room/Board,11150,West
2013,Connecticut,Public In-State,4-year,Room/Board,11138,Northeast
2013,Connecticut,Public Out-of-State,4-year,Room/Board,11138,Northeast
2014,Georgia,Private,4-year,Room/Board,11138,Southeast
2016,Maryland,Public In-State,4-year,Room/Board,11134,Northeast
2016,Maryland,Public Out-of-State,4-year,Room/Board,11134,Northeast
2017,Ohio,Public In-State,4-year,Room/Board,11133,Midwest
2017,Ohio,Public Out-of-State,4-year,Room/Board,11133,Midwest
2013,Vermont,Private,4-year,Room/Board,11125,Northeast
2014,Illinois,Private,4-year,Room/Board,11125,Midwest
2018,Illinois,Public In-State,4-year,Room/Board,11118,Midwest
2018,Illinois,Public Out-of-State,4-year,Room/Board,11118,Midwest
2014,Massachusetts,Public In-State,4-year,Room/Board,11115,Northeast
2014,Massachusetts,Public Out-of-State,4-year,Room/Board,11115,Northeast
2014,Colorado,Private,4-year,Room/Board,11114,West
2016,Oregon,Public In-State,4-year,Room/Board,11110,West
2016,Oregon,Public Out-of-State,4-year,Room/Board,11110,West
2015,Oregon,Private,4-year,Room/Board,11107,West
2016,Connecticut,Public In-State,4-year,Fees/Tuition,11106,Northeast
2020,Georgia,Public In-State,4-year,Room/Board,11096,Southeast
2020,Georgia,Public Out-of-State,4-year,Room/Board,11096,Southeast
2020,Delaware,Public In-State,4-year,Fees/Tuition,11091,Northeast
2019,Virginia,Private,4-year,Room/Board,11089,Southeast
2019,Nebraska,Public In-State,4-year,Room/Board,11084,Midwest
2019,Nebraska,Public Out-of-State,4-year,Room/Board,11084,Midwest
2015,California,Private,4-year,Room/Board,11081,West
2017,Virginia,Public Out-of-State,2-year,Fees/Tuition,11080,Southeast
2019,Virginia,Public In-State,4-year,Room/Board,11080,Southeast
2019,Virginia,Public Out-of-State,4-year,Room/Board,11080,Southeast
2021,Missouri,Private,4-year,Room/Board,11075,Midwest
2020,Arizona,Public In-State,4-year,Fees/Tuition,11072,Southwest
2014,South Carolina,Public In-State,4-year,Fees/Tuition,11066,Southeast
2021,Michigan,Public In-State,4-year,Room/Board,11061,Midwest
2021,Michigan,Public Out-of-State,4-year,Room/Board,11061,Midwest
2021,West Virginia,Public In-State,4-year,Room/Board,11060,Southeast
2021,West Virginia,Public Out-of-State,4-year,Room/Board,11060,Southeast
2016,Washington,Private,4-year,Room/Board,11058,West
2015,Virginia,Public In-State,4-year,Fees/Tuition,11057,Southeast
2015,West Virginia,Private,4-year,Fees/Tuition,11055,Southeast
2014,West Virginia,Private,4-year,Fees/Tuition,11050,Southeast
2013,Michigan,Public In-State,4-year,Fees/Tuition,11027,Midwest
2016,New Hampshire,Public In-State,4-year,Room/Board,11022,Northeast
2016,New Hampshire,Public Out-of-State,4-year,Room/Board,11022,Northeast
2018,Ohio,Private,4-year,Room/Board,11012,Midwest
2013,Delaware,Public In-State,4-year,Room/Board,11011,Northeast
2013,Delaware,Public Out-of-State,4-year,Room/Board,11011,Northeast
2015,Utah,Public Out-of-State,2-year,Fees/Tuition,11011,West
2013,Pennsylvania,Public Out-of-State,2-year,Fees/Tuition,11009,Northeast
2014,Nevada,Public In-State,4-year,Room/Board,11007,West
2014,Nevada,Public Out-of-State,4-year,Room/Board,11007,West
2021,Florida,Public In-State,4-year,Room/Board,11003,Southeast
2021,Florida,Public Out-of-State,4-year,Room/Board,11003,Southeast
2013,Nevada,Public In-State,4-year,Room/Board,10991,West
2013,Nevada,Public Out-of-State,4-year,Room/Board,10991,West
2018,Illinois,Public Out-of-State,2-year,Fees/Tuition,10989,Midwest
2015,Colorado,Public In-State,4-year,Room/Board,10988,West
2015,Colorado,Public Out-of-State,4-year,Room/Board,10988,West
2017,Texas,Private,4-year,Room/Board,10970,Southwest
2013,Wyoming,Public Out-of-State,4-year,Fees/Tuition,10962,West
2014,Rhode Island,Public In-State,4-year,Room/Board,10952,Northeast
2014,Rhode Island,Public Out-of-State,4-year,Room/Board,10952,Northeast
2013,Colorado,Private,4-year,Room/Board,10939,West
2018,Nebraska,Private,4-year,Room/Board,10939,Midwest
2020,Nebraska,Public In-State,4-year,Room/Board,10938,Midwest
2020,Nebraska,Public Out-of-State,4-year,Room/Board,10938,Midwest
2013,Delaware,Public In-State,4-year,Fees/Tuition,10929,Northeast
2015,South Dakota,Public Out-of-State,4-year,Fees/Tuition,10923,Midwest
2017,Indiana,Private,4-year,Room/Board,10922,Midwest
2021,Indiana,Public In-State,4-year,Room/Board,10915,Midwest
2021,Indiana,Public Out-of-State,4-year,Room/Board,10915,Midwest
2020,Kentucky,Public In-State,4-year,Room/Board,10911,Southeast
2020,Kentucky,Public Out-of-State,4-year,Room/Board,10911,Southeast
2015,Ohio,Public In-State,4-year,Room/Board,10906,Midwest
2015,Ohio,Public Out-of-State,4-year,Room/Board,10906,Midwest
2017,Illinois,Public In-State,4-year,Room/Board,10905,Midwest
2017,Illinois,Public Out-of-State,4-year,Room/Board,10905,Midwest
2015,Massachusetts,Public In-State,4-year,Fees/Tuition,10900,Northeast
2015,Maryland,Public In-State,4-year,Room/Board,10892,Northeast
2015,Maryland,Public Out-of-State,4-year,Room/Board,10892,Northeast
